,doi,forum,forum id,paper id,title,year
746,10.1016/J.CHB.2019.04.012,Comput. Hum. Behav.,journals/chb,journals/chb/SuenCL19,Does the use of synchrony and artificial intelligence in video interviews affect interview ratings and applicant attitudes?,2019
747,10.1016/J.CHB.2018.06.012,Comput. Hum. Behav.,journals/chb,journals/chb/HarjunenSAJR18,Persuaded by the machine - The effect of virtual nonverbal cues and individual differences on compliance in economic bargaining.,2018
748,10.1016/J.CHB.2018.01.043,Comput. Hum. Behav.,journals/chb,journals/chb/SzumowskaPKOK18,When frequent media multitaskers perform worse and when they do not - The role of self-regulation ability and strategy manipulation.,2018
749,10.1016/J.CHB.2018.04.038,Comput. Hum. Behav.,journals/chb,journals/chb/WeigoldWN18,Mean scores for self-report surveys completed using paper-and-pencil and computers - A meta-analytic test of equivalence.,2018
750,10.1016/J.CHB.2018.03.045,Comput. Hum. Behav.,journals/chb,journals/chb/YokotaniTW18,Advantages of virtual agents over clinical psychologists during comprehensive mental health interviews using a mixed methods design.,2018
751,10.1016/J.CHB.2017.04.042,Comput. Hum. Behav.,journals/chb,journals/chb/CollianderMFMMS17,The social media balancing act - Testing the use of a balanced self-presentation strategy for politicians using twitter.,2017
752,10.1016/J.CHB.2016.11.028,Comput. Hum. Behav.,journals/chb,journals/chb/Koc-JanuchtaHTP17,Visualizers versus verbalizers - Effects of cognitive style on learning with texts and pictures - An eye-tracking study.,2017
753,10.1016/J.CHB.2017.02.006,Comput. Hum. Behav.,journals/chb,journals/chb/ZhangKWVM17,Survey method matters - Online/offline questionnaires and face-to-face or telephone interviews differ.,2017
754,10.1016/J.CHB.2016.02.018,Comput. Hum. Behav.,journals/chb,journals/chb/BlachnioP16,Personality and positive orientation in Internet and Facebook addiction. An empirical report from Poland.,2016
755,10.1016/J.CHB.2015.09.033,Comput. Hum. Behav.,journals/chb,journals/chb/ChenLL16,Augmented reality-based video-modeling storybook of nonverbal facial cues for children with autism spectrum disorder to improve their perceptions and judgments of facial expressions and emotions.,2016
756,10.1016/J.CHB.2016.03.048,Comput. Hum. Behav.,journals/chb,journals/chb/FrerejeanSKB16,Completion strategy or emphasis manipulation? Task support for teaching information problem solving.,2016
757,10.1016/J.CHB.2016.03.021,Comput. Hum. Behav.,journals/chb,journals/chb/MohorkoH16,Degree of cognitive interviewer involvement in questionnaire pretesting on trending survey modes.,2016
758,10.1016/J.CHB.2016.04.004,Comput. Hum. Behav.,journals/chb,journals/chb/OliveiraMM16,Reducing temporal tensions as a strategy to promote sustainable behaviours.,2016
759,10.1016/J.CHB.2016.08.004,Comput. Hum. Behav.,journals/chb,journals/chb/PickardRC16,Revealing sensitive information in personal interviews - Is self-disclosure easier with humans or avatars and under what conditions?,2016
760,10.1016/J.CHB.2015.12.032,Comput. Hum. Behav.,journals/chb,journals/chb/PoonC16,Assuring a sense of growth - A cognitive strategy to weaken the effect of cyber-ostracism on aggression.,2016
761,10.1016/J.CHB.2016.07.058,Comput. Hum. Behav.,journals/chb,journals/chb/SamimiRK16,Effect of verbal comprehension skill and self-reported features on reliability of crowdsourced relevance judgments.,2016
762,10.1016/J.CHB.2015.11.029,Comput. Hum. Behav.,journals/chb,journals/chb/ScottH16,Motivation determines Facebook viewing strategy - An eye movement analysis.,2016
763,10.1016/J.CHB.2016.01.016,Comput. Hum. Behav.,journals/chb,journals/chb/ShapkaDKY16,Online versus in-person interviews with adolescents - An exploration of data equivalence.,2016
764,10.1016/J.CHB.2016.06.018,Comput. Hum. Behav.,journals/chb,journals/chb/VorosR16,Laypersons&apos; digital problem solving - Relationships between strategy and performance in a large-scale international survey.,2016
765,10.1016/J.CHB.2015.08.033,Comput. Hum. Behav.,journals/chb,journals/chb/WeigoldWDDS16,Equivalence of paper-and-pencil and computerized self-report surveys in older adults.,2016
766,10.1016/J.CHB.2014.10.025,Comput. Hum. Behav.,journals/chb,journals/chb/BalciS15,Automatic analysis and identification of verbal aggression and abusive behaviors for online social games.,2015
767,10.1016/J.CHB.2015.07.017,Comput. Hum. Behav.,journals/chb,journals/chb/ChevalierDM15,Strategy and accuracy during information search on the Web - Effects of age and complexity of the search questions.,2015
768,10.1016/J.CHB.2014.10.034,Comput. Hum. Behav.,journals/chb,journals/chb/KlonekQK15,Coding interactions in Motivational Interviewing with computer-software - What are the advantages for process researchers?,2015
769,10.1016/J.CHB.2014.06.013,Comput. Hum. Behav.,journals/chb,journals/chb/MartinG15,"Strategy, team cohesion and team member satisfaction - The effects of gender and group composition.",2015
770,10.1016/J.CHB.2014.10.003,Comput. Hum. Behav.,journals/chb,journals/chb/MerinoVAPK15,Precise Effectiveness Strategy for analyzing the effectiveness of students with educational resources and activities in MOOCs.,2015
771,10.1016/J.CHB.2014.10.042,Comput. Hum. Behav.,journals/chb,journals/chb/Nakamura15,The action of looking at a mobile phone display as nonverbal behavior/communication - A theoretical perspective.,2015
772,10.1016/J.CHB.2015.02.062,Comput. Hum. Behav.,journals/chb,journals/chb/Osatuyi15,Is lurking an anxiety-masking strategy on social media sites? The effects of lurking and computer anxiety on explaining information privacy concern on social media platforms.,2015
773,10.1016/J.CHB.2015.03.064,Comput. Hum. Behav.,journals/chb,journals/chb/ReedORT15,Higher impulsivity after exposure to the internet for individuals with high but not low levels of self-reported problematic internet behaviours.,2015
774,10.1016/J.CHB.2015.05.039,Comput. Hum. Behav.,journals/chb,journals/chb/WuMK15,Communication in virtual environments - The influence of spatial cues and gender on verbal behavior.,2015
775,10.1016/J.CHB.2015.02.059,Comput. Hum. Behav.,journals/chb,journals/chb/YildirimC15,Exploring the dimensions of nomophobia - Development and validation of a self-reported questionnaire.,2015
776,10.1016/J.CHB.2015.03.021,Comput. Hum. Behav.,journals/chb,journals/chb/Zhuhadar15,A synergistic strategy for combining thesaurus-based and corpus-based approaches in building ontology for multilingual search engines.,2015
777,10.1016/J.CHB.2014.01.007,Comput. Hum. Behav.,journals/chb,journals/chb/AppelSBH14,Internet use and verbal aggression - The moderating role of parents and peers.,2014
778,10.1016/J.CHB.2014.01.006,Comput. Hum. Behav.,journals/chb,journals/chb/KangG14,Exploring users&apos; social responses to computer counseling interviewers&apos; behavior.,2014
779,10.1016/J.CHB.2014.03.049,Comput. Hum. Behav.,journals/chb,journals/chb/PalasinskiGSB14,Social categorization and right-wing authoritarianism in reporting potential terrorist threats in cyberspace.,2014
780,10.1016/J.CHB.2014.06.010,Comput. Hum. Behav.,journals/chb,journals/chb/PollinaB14,The effectiveness of a national security screening interview conducted by a computer-generated agent.,2014
781,10.1016/J.CHB.2013.12.024,Comput. Hum. Behav.,journals/chb,journals/chb/PynooB14,"Predicting teachers&apos; generative and receptive use of an educational portal by intention, attitude and self-reported use.",2014
782,10.1016/J.CHB.2014.03.019,Comput. Hum. Behav.,journals/chb,journals/chb/SerowikABR14,Developing a benefits counseling website for Veterans using Motivational Interviewing techniques.,2014
